,Defective,LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL
0,0,128,43,3,11,26,18,15,109.63,42.03,193686.35,1.54,666,0.02,10760.35,4607.96,255,411,91,30,131
1,0,35,11,0,1,7,6,1,55.65,17.14,16352.99,0.32,165,0.06,908.5,953.92,60,105,35,20,35
2,0,23,7,0,0,5,4,3,29.4,14.39,6090.84,0.14,89,0.07,338.38,423.18,31,58,14,13,23
3,0,52,18,0,0,10,10,5,80.76,27.14,59492.48,0.73,353,0.04,3305.14,2191.94,137,216,53,21,52
4,0,22,13,0,0,7,7,1,54.54,15.58,13243.53,0.28,153,0.06,735.75,849.85,55,98,30,17,22
5,0,44,11,0,11,7,5,1,42.06,32.72,45051.12,0.46,236,0.03,2502.84,1376.56,90,146,33,24,44
6,0,22,11,0,2,6,5,1,35.31,19.55,13490.6,0.23,128,0.05,749.48,690.22,43,85,22,20,22
7,0,17,7,0,2,4,4,1,33.69,16.2,8841.71,0.18,104,0.06,491.21,545.78,36,68,20,18,17
8,0,12,7,0,0,4,4,1,44.33,7.33,2383.85,0.11,70,0.14,132.44,325.07,22,48,15,10,12
9,0,28,11,0,5,6,6,1,44.43,18.41,15056.5,0.27,157,0.05,836.47,817.88,54,103,22,15,28
10,0,15,5,0,0,3,3,1,40.99,14.0,8034.06,0.19,111,0.07,446.34,573.86,44,67,22,14,15
11,0,21,5,0,0,3,3,1,45.77,15.0,10297.93,0.23,129,0.07,572.11,686.53,50,79,25,15,21
12,0,21,11,0,0,6,4,4,37.67,18.75,13244.88,0.24,131,0.05,735.83,706.39,50,81,24,18,21
13,0,103,43,0,4,22,17,12,70.89,48.94,169799.06,1.16,557,0.02,9433.28,3469.45,208,349,51,24,103
14,0,12,5,0,0,3,3,1,26.16,9.23,2229.05,0.08,52,0.11,123.84,241.48,20,32,13,12,12
15,0,8,3,0,0,2,2,1,18.67,7.71,1110.86,0.05,36,0.13,61.71,144.0,12,24,7,9,8
16,0,25,11,0,0,6,6,1,30.2,25.0,18875.0,0.25,151,0.04,1048.61,755.0,50,101,16,16,25
17,0,8,3,0,0,2,2,1,20.81,9.0,1685.67,0.06,42,0.11,93.65,187.3,15,27,10,12,8
18,0,4,3,0,0,2,2,1,16.32,4.67,355.35,0.03,20,0.21,19.74,76.15,7,13,6,8,4
19,0,22,11,0,0,6,5,1,39.49,17.0,11411.18,0.22,127,0.06,633.95,671.25,44,83,22,17,22
20,0,11,5,0,0,3,3,1,23.27,11.38,3010.96,0.09,57,0.09,167.28,264.7,21,36,12,13,11
21,0,76,33,0,9,17,13,12,69.47,40.7,115062.64,0.94,473,0.02,6392.37,2827.25,175,298,43,20,76
22,0,64,19,1,8,10,9,4,59.77,42.39,107406.67,0.84,412,0.02,5967.04,2533.7,156,256,46,25,65
23,0,71,19,0,0,11,11,7,122.92,19.86,48468.15,0.81,385,0.05,2692.68,2440.84,139,246,63,18,71
24,0,39,20,0,2,11,8,1,60.86,22.0,29456.04,0.45,224,0.05,1636.45,1338.91,82,142,41,22,39
25,0,17,3,0,1,2,2,1,50.08,14.0,9816.39,0.23,139,0.07,545.36,701.17,56,83,22,11,17
26,0,54,11,0,0,7,5,4,88.12,18.17,29080.61,0.53,271,0.06,1615.59,1600.77,109,162,45,15,54
27,0,88,18,0,1,11,9,7,151.9,21.7,71508.8,1.1,504,0.05,3972.71,3295.74,194,310,76,17,88
28,0,30,12,0,2,7,7,6,52.03,24.0,29970.57,0.42,216,0.04,1665.03,1248.77,84,132,35,20,30
29,0,8,3,0,1,2,2,1,26.84,8.18,1796.86,0.07,50,0.12,99.83,219.62,18,32,11,10,8
30,0,20,6,0,0,4,3,1,36.92,14.61,7876.2,0.18,106,0.07,437.57,539.27,37,69,19,15,20
31,0,19,6,0,0,4,3,3,29.26,13.5,5332.5,0.13,79,0.07,296.25,395.0,27,52,16,16,19
32,0,241,59,1,38,36,34,20,238.08,40.75,395438.84,3.23,1287,0.02,21968.82,9702.9,480,807,159,27,242
33,0,61,15,0,16,9,9,1,90.69,22.53,46024.85,0.68,327,0.04,2556.94,2043.07,118,209,55,21,61
34,0,8,3,0,0,2,2,1,20.33,9.78,1943.91,0.07,46,0.1,107.99,198.81,16,30,9,11,8
35,0,19,5,0,0,3,3,1,58.1,12.43,8983.13,0.24,142,0.08,499.06,722.42,52,90,23,11,19
36,0,8,3,0,0,2,2,1,20.33,9.78,1943.91,0.07,46,0.1,107.99,198.81,16,30,9,11,8
37,0,102,25,2,18,14,9,5,163.29,25.13,103097.32,1.37,590,0.04,5727.63,4102.97,233,357,102,22,104
38,0,36,13,0,0,8,6,3,46.09,20.67,19687.59,0.32,179,0.05,1093.75,952.63,62,117,24,16,36
39,0,13,6,0,0,4,3,3,28.67,7.0,1404.72,0.07,45,0.14,78.04,200.67,14,31,11,11,13
40,0,18,11,0,14,6,6,5,42.78,14.62,9144.94,0.21,116,0.07,508.05,625.51,43,73,25,17,18
41,0,13,6,0,0,4,3,3,28.67,7.0,1404.72,0.07,45,0.14,78.04,200.67,14,31,11,11,13
42,0,13,6,0,0,4,3,1,21.05,11.25,2664.41,0.08,51,0.09,148.02,236.84,15,36,10,15,13
43,0,16,6,0,0,4,3,1,24.11,11.64,3264.45,0.09,59,0.09,181.36,280.54,16,43,11,16,16
44,0,23,10,0,2,6,6,1,38.97,10.97,4689.17,0.14,88,0.09,260.51,427.5,27,61,16,13,23
45,1,13,3,1,0,2,2,1,35.51,12.28,5352.73,0.15,88,0.08,297.37,435.97,34,54,18,13,14
46,1,105,40,9,12,22,19,15,75.75,43.23,141550.33,1.09,529,0.02,7863.91,3274.42,166,363,48,25,114
47,1,10,3,1,0,2,2,1,25.4,13.71,4777.91,0.12,71,0.07,265.44,348.39,24,47,14,16,11
48,1,41,13,2,6,8,6,5,99.17,12.98,16702.0,0.43,217,0.08,927.89,1286.97,73,144,45,16,43
49,1,88,30,2,7,17,14,8,66.14,38.06,95809.13,0.84,418,0.03,5322.73,2517.35,139,279,42,23,90
50,1,16,5,1,1,3,3,3,27.98,18.0,9065.86,0.17,99,0.06,503.66,503.66,32,67,16,18,17
51,1,52,15,1,7,9,7,5,99.0,17.94,31877.94,0.59,287,0.06,1771.0,1776.48,102,185,54,19,53
52,1,23,6,0,0,4,4,1,68.58,11.02,8321.46,0.25,136,0.09,462.3,755.42,47,89,32,15,23
53,1,66,27,4,6,15,15,7,73.44,25.26,46844.09,0.62,314,0.04,2602.45,1854.76,109,205,41,19,70
54,1,27,8,0,3,5,2,1,63.88,14.57,13563.07,0.31,161,0.07,753.5,930.8,51,110,35,20,27
55,1,42,27,1,4,14,12,6,35.69,27.62,27226.57,0.33,184,0.04,1512.59,985.79,58,126,21,20,43
56,1,45,22,0,3,12,10,7,69.77,26.35,48459.37,0.61,299,0.04,2692.19,1838.77,110,189,48,23,45
57,0,18,8,0,1,5,3,3,33.38,14.25,6778.53,0.16,90,0.07,376.58,475.69,30,60,20,19,18
58,0,9,3,0,1,2,2,1,25.29,11.85,3548.61,0.1,63,0.08,197.14,299.56,22,41,13,14,9
59,0,9,3,0,1,2,2,1,25.29,11.85,3548.61,0.1,63,0.08,197.14,299.56,22,41,13,14,9
60,0,9,3,0,1,2,2,1,29.06,11.2,3645.43,0.11,67,0.09,202.52,325.48,24,43,15,14,9
61,1,112,30,1,3,18,16,3,102.5,38.09,148686.82,1.3,597,0.03,8260.37,3903.88,219,378,69,24,113
62,0,33,9,0,4,6,6,3,64.58,19.75,25188.5,0.43,211,0.05,1399.36,1275.37,79,132,44,22,33
63,0,51,12,0,2,8,6,1,67.6,24.64,41048.67,0.56,282,0.04,2280.48,1665.74,115,167,42,18,51
64,0,10,3,0,0,2,2,1,31.89,8.53,2320.9,0.09,56,0.12,128.94,272.05,21,35,16,13,10
65,0,24,8,0,0,5,4,1,43.9,12.52,6882.97,0.18,104,0.08,382.39,549.68,36,68,23,16,24
66,1,36,7,0,0,5,4,1,55.99,19.75,21840.0,0.37,198,0.05,1213.33,1105.82,79,119,32,16,36
67,1,57,7,0,0,5,5,1,139.4,16.46,37755.59,0.76,357,0.06,2097.53,2294.18,144,213,70,16,57
68,1,79,11,0,9,8,5,1,123.35,19.27,45791.28,0.79,367,0.05,2543.96,2376.59,152,215,71,18,79
69,1,107,22,0,0,15,14,5,189.82,24.81,116852.98,1.57,675,0.04,6491.83,4709.66,263,412,106,20,107
70,1,211,51,3,2,30,23,14,195.9,54.54,582830.35,3.56,1413,0.02,32379.46,10685.45,556,857,158,31,214
71,0,13,5,0,0,3,3,1,23.77,15.54,5735.89,0.12,76,0.06,318.66,369.21,29,47,14,15,13
72,1,79,23,0,2,14,13,1,115.54,19.78,45226.86,0.76,367,0.05,2512.6,2285.98,135,232,58,17,79
73,0,4,3,0,0,2,2,1,14.83,7.0,726.48,0.03,30,0.14,40.36,103.78,8,22,4,7,4
74,0,21,3,0,4,2,2,1,71.77,11.08,8806.58,0.27,155,0.09,489.25,795.04,64,91,26,9,21
75,0,37,7,0,4,4,4,4,69.01,16.93,19777.28,0.39,207,0.06,1098.74,1168.28,79,128,35,15,37
76,0,66,14,0,1,9,7,4,116.42,23.48,64177.21,0.91,418,0.04,3565.4,2733.37,161,257,72,21,66
77,0,33,10,0,0,6,5,3,45.02,14.88,9961.7,0.22,125,0.07,553.43,669.69,42,83,24,17,33
78,0,31,13,0,3,7,4,7,26.27,19.43,9914.72,0.17,104,0.05,550.82,510.32,34,70,14,16,31
79,0,14,7,0,0,4,2,3,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,23,42,15,13,14
80,0,19,3,0,0,2,2,1,48.56,17.22,14395.0,0.28,163,0.06,799.72,836.07,66,97,23,12,19
81,0,14,7,0,0,4,2,3,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,23,42,15,13,14
82,0,14,7,0,0,4,2,3,34.38,9.75,3268.21,0.11,69,0.1,181.57,335.2,24,45,16,13,14
83,0,11,5,0,1,3,2,3,29.72,13.6,5496.65,0.13,85,0.07,305.37,404.17,34,51,15,12,11
84,0,24,9,0,2,5,5,4,47.78,23.7,26838.69,0.38,195,0.04,1491.04,1132.43,79,116,35,21,24
85,0,9,3,0,0,2,2,1,15.96,9.75,1517.0,0.05,36,0.1,84.28,155.59,13,23,8,12,9
86,0,21,6,0,1,4,4,1,46.32,15.11,10577.6,0.23,129,0.07,587.64,699.99,51,78,27,16,21
87,0,11,3,0,0,2,2,1,36.54,9.29,3150.52,0.11,74,0.11,175.03,339.29,26,48,14,10,11
88,0,35,12,1,0,7,6,1,67.77,18.76,23842.81,0.42,217,0.05,1324.6,1271.18,77,140,39,19,36
89,0,117,45,1,8,25,23,8,142.73,32.85,154013.92,1.56,680,0.03,8556.33,4688.48,235,445,93,26,118
90,0,6,3,0,0,2,2,1,17.23,8.67,1294.27,0.05,34,0.12,71.9,149.34,13,21,9,12,6
91,0,6,3,0,0,2,2,1,13.38,7.33,719.39,0.03,24,0.14,39.97,98.1,8,16,6,11,6
92,0,21,12,0,1,7,6,3,28.85,17.34,8678.36,0.17,101,0.06,482.13,500.37,37,64,16,15,21
93,0,4,3,0,0,2,2,1,19.46,3.5,238.4,0.02,19,0.29,13.24,68.11,5,14,5,7,4
94,0,36,11,0,3,6,6,1,115.58,11.75,15944.27,0.45,223,0.09,885.79,1357.5,83,140,53,15,36
95,0,47,12,0,5,7,7,3,100.52,18.02,32631.05,0.6,289,0.06,1812.84,1811.1,110,179,58,19,47
96,0,16,7,0,0,4,2,3,23.55,8.45,1681.86,0.07,44,0.12,93.44,199.04,13,31,10,13,16
97,0,73,18,0,1,12,10,1,96.22,23.35,52445.24,0.75,373,0.04,2913.62,2246.34,143,230,49,16,73
98,0,16,5,0,3,3,3,1,25.63,16.0,6560.0,0.14,82,0.06,364.44,410.0,32,50,16,16,16
99,0,18,3,0,5,2,2,1,24.85,16.5,6765.0,0.14,82,0.06,375.83,410.0,33,49,16,16,18
100,0,19,7,0,0,4,3,1,28.87,14.62,6175.54,0.14,83,0.07,343.09,422.26,26,57,16,18,19
101,0,10,5,0,0,3,2,1,23.36,8.4,1648.21,0.07,44,0.12,91.57,196.21,14,30,10,12,10
102,0,9,3,0,0,2,1,1,14.87,8.57,1092.32,0.04,30,0.12,60.68,127.44,10,20,7,12,9
103,0,14,5,0,0,3,3,3,26.73,9.21,2266.4,0.08,53,0.11,125.91,246.12,17,36,12,13,14
104,0,4,3,0,0,2,2,1,19.99,5.33,568.57,0.04,28,0.19,31.59,106.61,8,20,6,8,4
105,0,9,3,0,0,2,2,1,20.53,8.13,1355.23,0.06,40,0.12,75.29,166.8,13,27,8,10,9
106,0,17,5,0,0,3,3,3,24.56,12.25,3685.14,0.1,64,0.08,204.73,300.83,21,43,12,14,17
107,0,11,3,0,0,2,2,1,35.16,8.21,2372.72,0.1,63,0.12,131.82,288.85,23,40,14,10,11
108,0,18,5,0,0,3,2,3,24.12,18.56,8310.37,0.15,88,0.05,461.69,447.7,33,55,16,18,18
109,0,16,3,0,0,2,2,1,27.13,15.06,6152.97,0.14,81,0.07,341.83,408.6,32,49,17,16,16
110,0,12,3,0,0,2,2,1,41.57,8.24,2819.37,0.11,72,0.12,156.63,342.35,28,44,17,10,12
111,0,9,3,0,0,2,2,1,17.88,9.33,1557.81,0.06,38,0.11,86.54,166.91,14,24,9,12,9
112,0,22,5,0,0,3,3,1,35.04,12.63,5590.85,0.15,87,0.08,310.6,442.61,32,55,19,15,22
113,0,18,3,0,6,2,2,1,39.51,10.08,4016.74,0.13,82,0.1,223.15,398.35,33,49,18,11,18
114,0,13,3,0,0,2,2,1,25.59,14.0,5014.84,0.12,73,0.07,278.6,358.2,28,45,15,15,13
115,0,11,3,0,0,2,2,1,34.43,7.86,2125.46,0.09,59,0.13,118.08,270.51,22,37,14,10,11
116,0,4,3,0,0,2,2,1,19.29,6.72,871.59,0.04,30,0.15,48.42,129.66,11,19,9,11,4
117,0,7,3,0,5,2,2,1,17.22,13.72,3243.25,0.08,53,0.07,180.18,236.35,19,34,9,13,7
118,0,6,3,0,0,2,2,1,15.86,7.2,822.39,0.04,30,0.14,45.69,114.22,8,22,5,9,6
119,0,37,7,0,5,4,4,1,89.21,24.0,51383.14,0.71,347,0.04,2854.62,2140.96,144,203,54,18,37
120,0,23,11,0,0,6,4,1,22.86,24.7,13948.3,0.19,111,0.04,774.91,564.71,39,72,15,19,23
121,0,9,5,0,0,3,3,3,27.86,8.67,2092.83,0.08,52,0.12,116.27,241.48,16,36,12,13,9
122,0,7,3,0,0,2,2,1,24.71,5.63,781.73,0.05,34,0.18,43.43,138.97,10,24,8,9,7
123,0,9,3,0,0,2,2,1,16.47,13.0,2782.69,0.07,48,0.08,154.59,214.05,18,30,9,13,9
124,0,8,7,0,0,4,3,1,15.19,14.0,2976.5,0.07,47,0.07,165.36,212.61,18,29,9,14,8
125,0,8,3,0,0,2,2,1,15.23,10.5,1679.07,0.05,37,0.1,93.28,159.91,14,23,8,12,8
126,0,9,3,0,0,2,1,1,42.03,6.19,1609.1,0.09,56,0.16,89.39,260.06,22,34,16,9,9
127,0,12,3,0,0,2,2,1,31.49,14.0,6172.93,0.15,89,0.07,342.94,440.92,34,55,17,14,12
128,0,7,3,0,5,2,2,1,20.1,11.7,2752.14,0.08,52,0.09,152.9,235.23,18,34,10,13,7
129,0,57,13,0,10,7,7,1,88.41,27.8,68305.52,0.82,397,0.04,3794.75,2457.36,158,239,54,19,57
130,0,25,11,0,15,6,4,1,24.1,24.7,14702.26,0.2,117,0.04,816.79,595.23,39,78,15,19,25
131,0,22,7,0,0,4,4,3,28.83,15.47,6896.24,0.15,90,0.06,383.12,445.88,29,61,15,16,22
132,0,9,3,0,0,2,2,1,17.15,13.0,2898.63,0.07,50,0.08,161.04,222.97,18,32,9,13,9
133,0,8,3,0,0,2,2,1,15.23,10.5,1679.07,0.05,37,0.1,93.28,159.91,14,23,8,12,8
134,0,12,3,0,0,2,2,1,33.66,13.22,5883.89,0.15,89,0.08,326.88,445.0,34,55,18,14,12
135,0,4,3,0,0,2,2,1,18.99,5.14,502.31,0.03,25,0.19,27.91,97.67,9,16,7,8,4
136,0,20,11,0,1,6,6,5,46.13,20.69,19748.29,0.32,170,0.05,1097.13,954.5,60,110,29,20,20
137,0,23,13,0,4,7,7,3,50.81,21.22,22872.08,0.36,192,0.05,1270.67,1078.02,67,125,30,19,23
138,0,21,12,0,1,7,6,3,28.85,17.34,8678.36,0.17,101,0.06,482.13,500.37,37,64,16,15,21
139,0,50,14,0,3,8,8,5,75.66,19.93,30048.37,0.5,246,0.05,1669.35,1507.8,93,153,49,21,50
140,0,16,7,0,0,4,2,3,23.55,8.45,1681.86,0.07,44,0.12,93.44,199.04,13,31,10,13,16
141,0,54,12,0,4,8,8,1,90.48,17.04,26283.38,0.51,259,0.06,1460.19,1542.14,98,161,46,16,54
142,0,27,10,0,1,6,6,4,61.09,13.24,10710.87,0.27,152,0.08,595.05,808.93,55,97,27,13,27
143,0,8,3,0,0,2,2,1,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,19,32,12,10,8
144,0,28,23,0,0,12,10,7,47.44,22.67,24374.21,0.36,186,0.04,1354.12,1075.33,68,118,33,22,28
145,0,67,18,0,1,10,9,1,65.16,27.99,51033.62,0.61,314,0.04,2835.2,1823.51,109,205,37,19,67
146,0,15,5,0,0,3,3,1,31.14,17.14,9151.3,0.18,101,0.06,508.41,533.83,40,61,21,18,15
147,0,41,21,0,3,11,10,1,58.14,23.94,33320.87,0.46,243,0.04,1851.16,1391.88,79,164,33,20,41
148,0,15,9,0,0,5,5,1,42.6,12.5,6656.28,0.18,103,0.08,369.79,532.5,35,68,21,15,15
149,0,28,9,0,1,6,4,1,52.27,12.46,8112.64,0.22,125,0.08,450.7,651.18,46,79,24,13,28
150,0,81,34,1,27,18,15,10,93.63,43.69,178710.34,1.36,608,0.02,9928.35,4090.58,232,376,77,29,82
151,0,8,3,0,0,2,2,1,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,19,32,12,10,8
152,0,58,11,0,0,7,5,4,104.52,18.11,34291.94,0.63,311,0.06,1905.11,1893.2,128,183,53,15,58
153,0,44,9,0,1,5,5,1,72.83,29.48,63297.51,0.72,348,0.03,3516.53,2147.13,134,214,50,22,44
154,0,58,18,0,2,10,8,5,69.5,23.96,39892.13,0.56,269,0.04,2216.23,1665.06,92,177,48,25,58
155,0,8,3,0,0,2,2,1,16.2,8.75,1240.55,0.05,34,0.11,68.92,141.78,14,20,8,10,8
156,0,11,7,0,0,4,3,4,18.54,18.0,6006.03,0.11,68,0.06,333.67,333.67,24,44,12,18,11
157,0,9,3,0,0,2,2,1,18.62,14.88,4118.96,0.09,57,0.07,228.83,276.9,21,36,12,17,9
158,0,10,5,0,0,3,2,3,19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,25,42,14,20,10
159,0,34,12,0,8,7,6,1,54.94,20.4,22864.72,0.37,193,0.05,1270.26,1120.82,68,125,35,21,34
160,0,20,6,0,0,4,3,1,48.84,14.22,9878.21,0.23,128,0.07,548.79,694.56,48,80,27,16,20
161,0,52,23,0,13,13,12,1,64.37,33.13,70666.9,0.71,348,0.03,3925.94,2132.99,127,221,46,24,52
162,0,121,32,1,12,19,16,4,167.64,36.55,223888.39,2.04,867,0.03,12438.24,6126.3,335,532,110,24,122
163,0,14,11,0,0,6,5,1,37.16,16.43,10037.72,0.2,114,0.06,557.65,610.76,42,72,23,18,14
164,0,8,3,0,0,2,2,1,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,19,32,12,10,8
165,0,38,27,0,0,14,14,9,41.06,42.15,72932.91,0.58,323,0.02,4051.83,1730.49,119,204,24,17,38
166,0,9,5,0,0,3,3,1,32.94,6.95,1593.02,0.08,53,0.14,88.5,229.06,17,36,11,9,9
167,0,66,40,1,13,21,19,9,88.04,36.99,120439.45,1.09,487,0.03,6691.08,3256.33,180,307,73,30,67
168,0,15,6,0,1,4,2,1,37.99,9.39,3349.04,0.12,72,0.11,186.06,356.7,26,46,18,13,15
169,0,34,13,0,0,7,6,5,42.13,26.79,30243.28,0.38,200,0.04,1680.18,1128.77,74,126,29,21,34
170,1,6,3,0,0,2,2,1,25.23,6.5,1066.0,0.05,41,0.15,59.22,164.0,13,28,8,8,6
171,0,20,17,0,0,9,8,1,35.13,15.23,8150.47,0.18,120,0.07,452.8,535.13,44,76,13,9,20
172,0,48,12,0,3,8,6,1,63.66,24.16,37151.02,0.51,266,0.04,2063.94,1537.84,108,158,38,17,48
173,0,46,16,0,9,10,8,1,65.15,27.14,47999.33,0.59,297,0.04,2666.63,1768.4,114,183,42,20,46
174,1,15,5,0,0,3,3,1,43.46,11.14,5396.06,0.16,96,0.09,299.78,484.26,39,57,21,12,15
175,0,20,9,0,0,5,5,4,41.69,12.35,6361.1,0.17,106,0.08,353.39,514.95,35,71,17,12,20
176,1,20,17,0,0,9,9,9,46.86,14.55,9917.4,0.23,134,0.07,550.97,681.72,47,87,21,13,20
177,0,42,15,1,4,10,8,1,58.91,16.11,15290.22,0.32,176,0.06,849.46,949.05,58,118,27,15,43
178,1,59,24,0,6,13,12,7,65.25,34.2,76313.12,0.74,351,0.03,4239.62,2231.5,125,226,53,29,59
179,0,24,11,0,0,6,2,1,31.92,18.79,11268.26,0.2,116,0.05,626.01,599.71,42,74,19,17,24
180,1,47,9,1,0,5,5,3,90.12,19.38,33861.93,0.58,285,0.05,1881.22,1746.85,112,173,52,18,48
181,0,73,17,0,2,10,10,7,118.08,20.61,50170.62,0.81,385,0.05,2787.26,2433.94,142,243,62,18,73
182,1,106,27,0,1,14,10,1,125.82,44.77,252155.78,1.88,829,0.02,14008.65,5632.57,308,521,86,25,106
183,1,11,5,0,3,3,3,1,28.48,9.5,2569.87,0.09,59,0.11,142.77,270.51,19,40,12,12,11
184,1,12,5,1,1,3,3,1,46.32,10.21,4832.73,0.16,93,0.1,268.48,473.13,33,60,21,13,13
185,1,12,5,0,7,3,3,1,29.1,10.5,3208.05,0.1,65,0.1,178.23,305.53,21,44,13,13,12
186,0,25,8,0,0,5,4,1,42.86,17.68,13404.49,0.25,153,0.06,744.69,757.99,56,97,19,12,25
187,1,12,7,0,5,4,4,1,28.84,11.5,3814.64,0.11,69,0.09,211.92,331.71,23,46,14,14,12
188,1,9,3,0,1,2,2,1,18.62,14.88,4118.96,0.09,57,0.07,228.83,276.9,21,36,12,17,9
189,1,10,5,0,1,3,2,3,19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,25,42,14,20,10
190,1,21,6,1,0,4,3,1,32.17,13.68,6017.65,0.15,88,0.07,334.31,440.0,31,57,17,15,22
191,1,16,6,0,0,4,3,1,25.41,14.0,4980.42,0.12,74,0.07,276.69,355.74,28,46,14,14,16
192,1,111,41,0,11,22,19,8,141.86,34.57,169489.04,1.63,715,0.03,9416.06,4903.46,265,450,92,24,111
193,0,16,5,1,2,3,1,1,44.98,14.69,9703.67,0.22,125,0.07,539.09,660.68,47,78,24,15,17
194,1,23,8,0,2,5,5,1,55.49,8.48,3988.71,0.16,91,0.12,221.59,470.46,30,61,23,13,23
195,1,86,24,2,12,15,9,1,92.86,35.1,114410.43,1.09,495,0.03,6356.14,3259.56,189,306,70,26,88
196,0,21,8,0,1,5,4,3,28.45,10.64,3218.64,0.1,66,0.09,178.81,302.61,18,48,11,13,21
197,0,16,9,0,1,5,4,3,22.8,17.0,6589.95,0.13,79,0.06,366.11,387.64,26,53,13,17,16
198,0,9,3,0,0,2,2,1,15.92,8.64,1189.32,0.05,33,0.12,66.07,137.61,11,22,7,11,9
199,0,13,7,0,0,4,4,1,16.11,13.71,3029.38,0.07,52,0.07,168.3,220.89,16,36,7,12,13
